"Price,Close,High,Low,Open,Volume"
"Ticker,AAPL,AAPL,AAPL,AAPL,AAPL"
"Date,,,,,"
"2020-06-01,78.21511840820312,78.33662705652523,77.08751459195024,77.21874600870194,80791200"
"2020-06-02,78.57719421386719,78.60149742135009,77.50548728566115,77.9477804464378,87642800"
"2020-06-03,79.00978088378906,79.27224371259338,78.32447033961016,78.89799500589793,104491200"
"2020-06-04,78.32933807373047,79.13129219882647,77.95508935441258,78.83238566565588,87560400"
"2020-06-05,80.56022644042969,80.62098075901221,78.55047625158724,78.57963713789907,137250400"
"2020-06-08,81.03652954101562,81.07055551560038,79.54440749293843,80.25644625054122,95654400"
"2020-06-09,83.59550476074219,83.98919153470604,80.68416273702039,80.71575616737768,147712400"
"2020-06-10,85.74620819091797,86.21522971767824,84.1058417038533,84.54570234634012,166651600"
"2020-06-11,81.6294937133789,85.3136361549305,81.5274306203534,84.88835596262886,201662400"
"2020-06-12,82.33424377441406,84.52139908925585,81.22122799958797,83.77290920023673,200146000"
"2020-06-15,83.35250091552734,84.00621804239414,80.82268994587284,80.98551479918848,138808800"
"2020-06-16,85.56150817871094,85.83369372223571,83.77290481904893,85.41083867373153,165428800"
"2020-06-17,85.44245147705078,86.3683467952298,85.32094282724987,86.30759247032934,114406400"
"2020-06-18,85.47645568847656,85.89444563398415,84.8664800486173,85.39868839249898,96820400"
"2020-06-19,84.9880142211914,86.65025173694244,83.87742333103371,86.18366265338062,264476000"
"2020-06-22,87.21160125732422,87.35498054805204,85.33550774901583,85.3816816208449,135445200"
"2020-06-23,89.0731201171875,90.49477263698164,88.03786416864946,88.4582867176972,212155600"
"2020-06-24,87.50080108642578,89.62234460688504,87.12655239933392,88.7013070407747,192623200"
"2020-06-25,88.66242218017578,88.70130583433298,86.89568925164441,87.65633451294114,137522400"
"2020-06-26,85.93820190429688,88.77907450051282,85.78995750703652,88.55792788577938,205256800"
"2020-06-29,87.9188003540039,88.01358066282918,85.36711865011787,85.84586303787991,130646000"
"2020-06-30,88.65269470214844,88.9394607092836,87.48621480460635,87.50565292250278,140223200"
"2020-07-01,88.48502349853516,89.27482970528494,88.43642448943781,88.73047333907931,110737200"
"2020-07-02,88.48502349853516,90.03061734729651,88.37081248982172,89.39391322261687,114041600"
"2020-07-06,90.85199737548828,91.3210188724847,89.88478608277487,89.91637951083226,118655600"
"2020-07-07,90.57009887695312,92.0111893796949,90.45831301928035,91.2311060890885,112424400"
"2020-07-08,92.67948913574219,92.71108256542591,91.46197031782751,91.54946038589766,117092000"
"2020-07-09,93.07803344726562,93.62724735467383,92.02819721331936,93.57378326638127,125642800"
"2020-07-10,93.24087524414062,93.2992044388239,92.05981473407041,92.67221565599948,90257200"
"2020-07-13,92.81073760986328,97.1631783276675,92.59688119999984,94.54830981555456,191649200"
"2020-07-14,94.34659576416016,94.53857406439258,91.25541584676947,92.19102638698895,170989200"
"2020-07-15,94.99544525146484,96.47541947180446,93.79493939627933,96.22511199118148,153198000"
"2020-07-16,93.82653045654297,94.68438106422201,93.22627754411272,93.86541410703498,110577600"
"2020-07-17,93.63697814941406,94.43407445102358,93.16309153453818,94.27854726393537,92186800"
"2020-07-20,95.61028289794922,95.74880452196625,93.37938613595313,93.72447392303613,90318000"
"2020-07-21,94.29067993164062,96.47783487850857,94.04037249548428,96.40250013475355,103433200"
"2020-07-22,94.55558776855469,95.23846569726479,93.90430327124304,93.9917859277632,89001600"
"2020-07-23,90.25175476074219,94.36603535470661,89.44007797032316,94.2882680485315,197004400"
"2020-07-24,90.02816772460938,90.37325548035092,86.65508713174927,88.44613048133,185438800"
"2020-07-27,92.16184997558594,92.25419770763317,90.86900397581624,91.0925756695438,121214000"
"2020-07-28,90.64788055419922,91.90914086643643,90.64301546203014,91.7317355771427,103625600"
"2020-07-29,92.38545227050781,92.57014778095314,91.09503107606254,91.13148218567702,90329200"
"2020-07-30,93.50332641601562,93.60782206135195,91.14848849561243,91.55675572597188,158130000"
"2020-07-31,103.29206848144531,103.4427380109372,98.00886768351042,100.01133514701584,374336800"
"2020-08-03,105.89476013183594,108.51934330283578,104.87894986963356,105.17785632219838,308151200"
"2020-08-04,106.6019515991211,107.69552926335136,105.36012955059792,106.08432365144441,173071600"
"2020-08-05,106.98834991455078,107.30913448125898,105.85588858029786,106.32248498790055,121776800"
"2020-08-06,110.72108459472656,111.21684185628432,106.73074554314383,107.32127567476975,202428800"
"2020-08-07,108.2037582397461,110.69917615288762,107.40522480472758,110.24147880055945,198045600"
"2020-08-10,109.7764892578125,110.7965681078349,107.12038961467015,109.65232461053742,212403600"
"2020-08-11,106.51175689697266,109.53790628694743,106.25125778841227,109.03882559792697,187902400"
"2020-08-12,110.05159759521484,110.30965976352992,107.41010462326905,107.60486600059996,165598000"
"2020-08-13,111.9992446899414,113.00471686377213,110.94507845537643,111.43442627597457,210082000"
"2020-08-14,111.89942169189453,111.98949901322317,110.08567574687753,111.82395110215055,165565200"
"2020-08-17,111.6072769165039,113.04853640766869,110.97916514281515,113.0241893774422,119561600"
"2020-08-18,112.53726196289062,112.96330892543267,111.02296903312585,111.35893868376326,105633600"
"2020-08-19,112.6784896850586,114.09540227558831,112.5835459170633,112.94629218270236,145538000"
"2020-08-20,115.17876434326172,115.2931886914799,112.7028193742301,112.71986303729176,126907200"
"2020-08-21,121.11421966552734,121.59869363243206,116.1282493861733,116.14041918677735,338054800"
"2020-08-24,122.56277465820312,125.41364330957006,120.69303859679879,125.3284249869882,345937600"
"2020-08-25,121.55728912353516,121.90299909151933,119.83119107466611,121.43313191060219,211495600"
"2020-08-26,123.21035766601562,123.66805506312153,121.8080520118478,122.87682491569296,163022400"
"2020-08-27,121.73745727539062,124.14766458561553,120.5907768320979,123.8141318298438,155552400"
"2020-08-28,121.54025268554688,123.13244579194858,121.31627042883115,122.71370217000428,187630000"
"2020-08-31,125.66195678710938,127.5706540266875,122.7015450943712,124.2401853001041,225702700"
"2020-09-01,130.66738891601562,131.27116847594937,127.11294564543486,129.28456388151181,151948100"
"2020-09-02,127.96014404296875,134.36789154079634,123.67533522306981,133.9881017356659,200119000"
"2020-09-03,117.71556854248047,125.46718865430032,117.34551895820641,123.58771983998423,257599600"
"2020-09-04,117.7934799194336,120.46174947786696,107.98709503336387,116.92677914209935,332607200"
"2020-09-08,109.8665771484375,115.87505597903306,109.73024268836703,110.96699312748366,231366600"
"2020-09-09,114.24874877929688,116.02110377804601,112.24267867897343,114.19032186132058,176940500"
"2020-09-10,110.51901245117188,117.34550401835627,109.55493113746954,117.20916958731428,182274400"
"2020-09-11,109.06803894042969,112.21348654678461,107.12039538792202,111.57076060821522,180860300"
"2020-09-14,112.34008026123047,112.89515837432545,109.84709890131904,111.71683492125261,140150100"
"2020-09-15,112.51535034179688,115.71922434822025,110.63587432677251,115.23231354049031,184642000"
"2020-09-16,109.19462585449219,112.96331855332305,109.10698546668381,112.21347910439461,154679000"
"2020-09-17,107.45148468017578,109.26279366804528,105.86415795625577,106.847719970666,178011000"
"2020-09-18,104.04310607910156,107.97734660906691,103.31273980959568,107.50991635719829,287104900"
"2020-09-21,107.19830322265625,107.3054242127271,100.4010239357237,101.80332967507266,195713800"
"2020-09-22,108.88298797607422,109.90550360218784,106.30236674480757,109.73021542141605,183055400"
"2020-09-23,104.31578826904297,109.17515670886098,103.97494471367466,108.69798613288378,150718700"
"2020-09-24,105.3869857788086,107.36384264511429,102.25127870963266,102.41682661585128,167743300"
"2020-09-25,109.34071350097656,109.49652855947329,104.85139428601482,105.59150095453244,149981400"
"2020-09-28,111.95053100585938,112.30110737861732,109.82759960623372,111.99922505805824,137672400"
"2020-09-29,111.10332489013672,112.29138866733861,110.5969408264079,111.55128945340192,99382200"
"2020-09-30,112.77827453613281,114.19032028160161,110.64561033314116,110.81115821822988,142675200"
"2020-10-01,113.7326431274414,114.63829765255329,112.79777513856307,114.56039012939586,116120400"
"2020-10-02,110.06132507324219,112.3498120079921,109.28227217240111,109.93473092714387,144712000"
"2020-10-05,113.45024108886719,113.59631584658959,110.57746971556678,110.92804616223222,106243800"
"2020-10-06,110.1976547241211,113.08016573983656,109.31147351071068,112.67115502536377,161498200"
"2020-10-07,112.06741333007812,112.52511075993657,111.14227817215749,111.61945619842345,96849000"
"2020-10-08,111.96028137207031,113.35284669197739,111.59022437328177,113.20677195191192,83477200"
"2020-10-09,113.90791320800781,113.93712666712412,111.91157596547687,112.26215233421078,100506900"
"2020-10-12,121.1434326171875,121.90301242749467,116.15746235896894,116.91704216927612,240226800"
"2020-10-13,117.92980194091797,122.10749776807862,116.5177635009862,121.99063649380032,262330500"
"2020-10-14,118.01746368408203,119.8092921898273,116.48856378941026,117.83243516871921,150712000"
"2020-10-15,117.5500259399414,118.02719653089068,115.05704456556252,115.61212268187877,112559200"
"2020-10-16,115.9042739868164,118.36804952245832,115.69977228869678,118.10511346082514,115393800"
"2020-10-19,112.94384765625,117.26761109070254,112.63222499944558,116.81965398590057,120639300"
"2020-10-20,114.43378448486328,115.86530350302661,112.60299502286628,113.15807306769803,124423700"
"2020-10-21,113.81055450439453,115.60238301966777,113.40154370880339,113.61578568990575,89946000"
"2020-10-22,112.71986389160156,114.94991651803686,111.59022713214819,114.37535784081969,101988000"
"2020-10-23,112.02847290039062,113.4989460580051,111.28836617190187,113.34313098688261,82572600"
"2020-10-26,112.03817749023438,113.4989098829119,109.92497898227899,111.025402139751,111850700"
"2020-10-27,113.54762268066406,114.20982181518612,111.54155210976087,112.46667986652261,92276800"
"2020-10-28,108.28897857666016,112.40824796037595,108.19159788494271,112.03819835998142,143937800"
